Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",5.03277,0.08562,2.92558,0.08100,1.76350,2.01927,1.15508,0.38859,-0.29881,-0.39406,-0.02746,-0.58309,-1.51163,-3.40715,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",5.61403,0.09398,3.19764,0.07885,2.11520,2.17618,0.97040,0.60423,-0.23589,0.12217,-0.24853,-1.26962,-1.48882,-3.61342,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",5.68160,0.09414,3.22792,0.08804,1.88699,1.96084,1.71260,0.08850,-0.23834,0.19879,-0.56622,-0.47800,-1.54187,-3.96893,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",5.37623,0.09122,3.12235,0.08417,1.82065,2.23509,1.21314,0.23896,-0.18765,-0.19483,-0.13370,-0.64444,-1.56736,-3.68115,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",4.94711,0.08497,2.90791,0.08548,1.85214,2.03720,1.14689,0.54430,-0.65555,-0.38874,-0.06174,-0.56810,-1.54935,-3.25094,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",5.78248,0.09526,3.26424,0.08783,2.06486,2.19679,1.31549,0.44822,-0.56488,-0.03793,-0.52520,-0.44349,-1.50017,-3.86066,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",4.92546,0.08520,2.88114,0.07603,2.25693,1.24931,1.28124,1.16735,0.04787,-0.61074,-0.80912,-0.72114,-1.63745,-2.72675,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",5.52110,0.08921,3.05475,0.08377,2.19018,1.52569,1.21512,0.92282,-0.19387,-0.58225,-0.38545,-0.95181,-1.22029,-3.45822,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",5.29518,0.09315,3.17829,0.08196,1.95608,1.64405,1.49422,0.61776,0.42625,0.05402,-1.06970,-0.94512,-1.63072,-3.44082,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",5.28140,0.08792,3.00691,0.08103,2.00716,1.99757,0.77827,0.66535,0.03317,-0.21911,-0.51415,-0.99993,-1.30384,-3.38605,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",5.00617,0.09275,3.16183,0.07954,1.89962,1.84487,1.17641,1.04546,0.15316,-0.29806,-0.75997,-0.71049,-2.02916,-3.18322,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",6.17225,0.09311,3.19218,0.08573,2.18335,1.45383,1.29893,0.84077,0.15183,-0.31574,-0.46722,-0.97401,-0.97469,-4.11418,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",4.71782,0.08247,2.82056,0.08207,1.90321,1.89881,0.38533,0.87712,-0.01126,-0.43348,-0.15755,-1.01966,-1.43907,-2.94758,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",4.79657,0.08827,3.00495,0.08029,1.98028,1.74592,0.92395,0.86154,0.28385,-0.32214,-0.81657,-0.73620,-1.92447,-2.90475,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",5.23358,0.08775,3.00811,0.08692,1.89751,1.56116,1.23918,0.44990,0.40193,-0.61106,-0.34736,-0.46077,-1.57419,-3.50321,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",5.09489,0.08708,2.98115,0.08391,2.02004,1.67008,0.88922,0.72622,-0.03022,-0.38580,-0.27371,-0.49984,-1.83514,-3.21804,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",5.38371,0.09232,3.16106,0.08391,2.15563,2.04214,0.82033,0.79347,0.06809,-0.30018,-0.87542,-0.90446,-1.41963,-3.32961,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",5.52392,0.09694,3.30757,0.08182,2.21792,1.79017,1.07886,1.15625,0.38181,-0.50420,-0.97934,-0.84478,-1.79942,-3.38195,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",5.88965,0.09678,3.32133,0.08825,2.11408,2.03401,1.00181,0.43487,0.37013,0.11281,-0.93087,-0.92091,-1.24156,-3.91544,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",5.70427,0.09622,3.29857,0.08588,2.16846,1.72705,1.09280,0.75214,0.14277,-0.25728,-0.50747,-0.87480,-1.50269,-3.66807,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",5.15966,0.09066,3.10714,0.08671,2.18235,1.78307,0.87446,0.55106,-0.01840,0.04463,-0.71931,-0.78118,-1.73285,-3.11542,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",5.25431,0.08814,3.01140,0.07919,1.94721,2.16213,0.80946,0.58007,-0.30577,-0.18286,-0.31620,-0.97403,-1.20729,-3.43714,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",5.39006,0.09384,3.19611,0.07716,2.06756,2.06753,0.91068,1.10524,-0.10080,-0.49079,-0.11291,-1.00120,-1.88514,-3.40450,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",5.96410,0.09440,3.23391,0.08482,2.03894,1.73773,1.44852,0.37185,0.20046,-0.18451,-0.48052,-0.67880,-1.29536,-4.07275,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",5.71890,0.09255,3.16610,0.08173,2.15049,1.65357,1.30977,0.77890,-0.46250,-0.15024,-0.20677,-0.79227,-1.49182,-3.68546,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",5.00095,0.08716,2.98137,0.08306,1.93677,1.85916,0.96172,0.66975,-0.41439,-0.25446,-0.08373,-0.71238,-1.66845,-3.20871,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",5.79860,0.09685,3.31728,0.08511,2.24220,2.01783,1.10447,0.63413,-0.33102,0.03396,-0.59177,-0.61220,-1.69115,-3.70427,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",5.22411,0.08669,2.96613,0.08303,1.89062,2.05913,0.84678,0.60763,-0.09053,-0.12609,-0.22135,-1.09382,-1.33797,-3.44261,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",5.40288,0.09372,3.19295,0.08188,2.14310,2.08277,0.77748,1.07750,-0.15476,-0.20947,-0.30544,-0.83381,-2.09863,-3.34837,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",5.69995,0.09374,3.21741,0.08906,1.85523,1.86448,1.54560,0.27809,0.45880,-0.24538,-0.74445,-0.71415,-1.23012,-3.99762,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",5.35726,0.09187,3.14857,0.08585,1.84638,1.76538,1.33496,0.55264,0.35624,-0.54142,0.03485,-0.95665,-1.68666,-3.63658,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",4.87114,0.08597,2.94594,0.08681,1.92169,1.92135,0.93039,0.41009,0.35900,-0.78098,-0.12508,-0.74265,-1.71013,-3.09877,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",5.56988,0.09615,3.29921,0.08926,2.06822,2.03433,1.33595,0.37859,0.23314,-0.35987,-0.33959,-0.87708,-1.75877,-3.63192,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.37623,0.09122,3.12235,0.08417,1.82065,2.23509,1.21314,0.23896,-0.18765,-0.19483,-0.13370,-0.64444,-1.56736,-3.68115,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",5.28140,0.08792,3.00691,0.08103,2.00716,1.99757,0.77827,0.66535,0.03317,-0.21911,-0.51415,-0.99993,-1.30384,-3.38605,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",5.00617,0.09275,3.16183,0.07954,1.89962,1.84487,1.17641,1.04546,0.15316,-0.29806,-0.75997,-0.71049,-2.02916,-3.18322,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",6.17225,0.09311,3.19218,0.08573,2.18335,1.45383,1.29893,0.84077,0.15183,-0.31574,-0.46722,-0.97401,-0.97469,-4.11418,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",5.54995,0.09219,3.15658,0.08299,2.04605,1.81996,1.06254,0.79491,0.14794,-0.43543,-0.38027,-0.80833,-1.54543,-3.62871,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",5.09489,0.08708,2.98115,0.08391,2.02004,1.67008,0.88922,0.72622,-0.03022,-0.38580,-0.27371,-0.49984,-1.83514,-3.21804,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",5.70427,0.09622,3.29857,0.08588,2.16846,1.72705,1.09280,0.75214,0.14277,-0.25728,-0.50747,-0.87480,-1.50269,-3.66807,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.71890,0.09255,3.16610,0.08173,2.15049,1.65357,1.30977,0.77890,-0.46250,-0.15024,-0.20677,-0.79227,-1.49182,-3.68546,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.35726,0.09187,3.14857,0.08585,1.84638,1.76538,1.33496,0.55264,0.35624,-0.54142,0.03485,-0.95665,-1.68666,-3.63658,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",5.54995,0.09219,3.15658,0.08299,2.04605,1.81996,1.06254,0.79491,0.14794,-0.43543,-0.38027,-0.80833,-1.54543,-3.62871,#N/A
